id_local,arquivo_rel,sha256_arquivo,extract_status,categoria_pos_auditoria,reconcile_outcome,output_tag,motivo_interno
000001,drive-download-20260403T124026Z-3-001_224929\605042538.pdf,98ec54a845c9ec25127b0062065d05a479572c70bc536930e31362b13fd73eb7,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000002,drive-download-20260403T124026Z-3-001_224929\605042542.pdf,8fbd6dc5f57de287558485270b0ea30fe75539eb0c48487bb5d8ca905eed1129,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000003,drive-download-20260403T124026Z-3-001_224929\605042543.pdf,be5f88e24774d4e1bab3d5d84bba5aa06de04a52472e4d1b927a12c02743b99a,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000004,drive-download-20260403T124026Z-3-001_224929\605042546.pdf,b1d2f8b89f5214b47098aa9853b01ec8f9b6c4cc1d708e179a1b8454d4b052f1,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000005,drive-download-20260403T124026Z-3-001_224929\605042552.pdf,f5918205f67bb245aced337a237106757285e7b0341799f1a8f4802a3fd1c412,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000006,drive-download-20260403T124026Z-3-001_224929\605042553.pdf,1d33deb9d6257027c3ae33e810dcf521b023ac87ea5ecef329558c52a0357bf9,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000007,drive-download-20260403T124026Z-3-001_224929\605042557.pdf,9e9a5e59ff692bae13efbf69ae47a5a6b1cd44aa2e644dfa8b908aebb9f29828,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000008,drive-download-20260403T124026Z-3-001_224929\605042560.pdf,4073f3deb34d9156e459ca6ed2134d6f3b7523f8caae4abbf48c4837d9734f9d,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000009,drive-download-20260403T124026Z-3-001_224929\605042562.pdf,1d11d11209af0a378c0e26f135bb181bb658778058e01bc36a222f0f2e7fc1bf,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000010,drive-download-20260403T124026Z-3-001_224929\605042569.pdf,45c9a0da376d8755373c2cc4784c6227ef2d244fd7596f3285976ca08e41db0b,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000011,drive-download-20260403T124026Z-3-001_224929\605042572.pdf,70669821e7d8a7e828cf03912458694b54cfb93157f873d615cb6a08fc1cd7c5,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000012,drive-download-20260403T124026Z-3-001_224929\605042575.pdf,62885e291fa35fe31484b78cab216768a0effadd9297041886cf4f6514b21fd6,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000013,drive-download-20260403T124026Z-3-001_224929\605042576.pdf,9a25e6512c3f3b1602e3c51205e0e573afee412cb986ca4e3d0587e6566fa885,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
000014,drive-download-20260403T124026Z-3-001_224929\605042593.pdf,5db2ab7f57b6a5c24fcbaee07c25f9f8df4a4e39ade56f4839bb52dd719ff6f9,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_26_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_26_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_26
