id_local,arquivo_rel,sha256_arquivo,categoria_pos_auditoria,registro_politica,audit_warnings_A,notas,output_tag
000001,drive-download-20260408T000605Z-3-001_290649\arno 4.jpg,17a257aed1239c8ebb8250c88836a33ed5b4ef4c895687f43749d32de098d675,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A07,A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12.5,A* categorize VCA + quality (pass1_v2_block_67).,extraidos_motor_fase7a_pass1_v2_block_67_flash
000002,drive-download-20260408T000620Z-3-001_132268\BRASIL 2.jpg,8d04bcaecfb23ab14da45789bfb789206172e498e013c1b0eb9d2528a0ac3128,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A10_tipo_vazio_ou_desconhecido,A10_tipo_vazio_ou_desconhecido,A* categorize VCA + quality (pass1_v2_block_67).,extraidos_motor_fase7a_pass1_v2_block_67_flash
