id_local,arquivo_rel,sha256_arquivo,categoria_pos_auditoria,registro_politica,audit_warnings_A,notas,output_tag
000001,drive-download-20260408T000443Z-3-001_253069\TC.PDF,b3d821cb61759a3f86b2af646f7f9a153fcfbec75baa15a4661d5edc3a634b60,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A10_tipo_vazio_ou_desconhecido,A10_tipo_vazio_ou_desconhecido,A* categorize VCA + quality (fase7a55_reconcile_block_35_prep_block_36|policy=conservative_14_per_block).,extraidos_motor_fase7a_pass1_v2_block_35_flash
000002,drive-download-20260408T000511Z-3-001_428675\60HZ_VENT-AVIARIO_MOTO-FRICCAO.pdf,c632d564f5a4bd25de842d2d12d6240c3d1adf80c83fe1fe1c05ad0aa2ac604b,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A10_tipo_vazio_ou_desconhecido,A10_tipo_vazio_ou_desconhecido,A* categorize VCA + quality (fase7a55_reconcile_block_35_prep_block_36|policy=conservative_14_per_block).,extraidos_motor_fase7a_pass1_v2_block_35_flash
