id_local,arquivo_rel,sha256_arquivo,categoria_pos_auditoria,registro_politica,audit_warnings_A,notas,output_tag
000001,"drive-download-20260403T124026Z-3-001_224929\1.5cv 2,4p iec63r 2 260,150hz 70x56.4 605012237.pdf",8554fe74778230d315df2d5c011cf6e63b17896ca9da067fd00bd898e9731169,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A08_rpm_absoluto_absurdo_rpm=14000,A08_rpm_absoluto_absurdo_rpm=14000,A* categorize VCA + quality (pass1_v2_block_54).,extraidos_motor_fase7a_pass1_v2_block_54_flash
000002,drive-download-20260403T124026Z-3-001_224929\605012154.pdf,a56ab60c5c3146bd921fefca52a01dfb5f90472b0bed356f0c58e934cdd995cc,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=3300,A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=3300,A* categorize VCA + quality (pass1_v2_block_54).,extraidos_motor_fase7a_pass1_v2_block_54_flash
000003,drive-download-20260403T124026Z-3-001_224929\605012170.pdf,5c19f70793730b61163dfda04b8cf593628c3a7abd0b064557f80fa3cb01f43b,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A08_rpm_absoluto_absurdo_rpm=15270,A08_rpm_absoluto_absurdo_rpm=15270,A* categorize VCA + quality (pass1_v2_block_54).,extraidos_motor_fase7a_pass1_v2_block_54_flash
000004,drive-download-20260403T124026Z-3-001_224929\605012309.pdf,fab1d299ce3608caa79846ee761b6dd02500a58e3591d36357bd0075436b3db4,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A08_rpm_absoluto_absurdo_rpm=15190,A08_rpm_absoluto_absurdo_rpm=15190,A* categorize VCA + quality (pass1_v2_block_54).,extraidos_motor_fase7a_pass1_v2_block_54_flash
