arquivo_rel,sha256_arquivo,melhor_status,fonte_ultimo_processamento,output_tag,status_release,fonte_release,overlap_release_v1,overlap_indice_verde,nota_indice,updated_at_indice
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 12CV-C56A -127- 2P.pdf,f7afc38e390e7c79f82a23797d38aa08d07031c0643d36038ce82fd0e0de64e5,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 12CV-C63A -127- 4P.pdf,8c8e5151c956326e558a03994627f632bcffcc64979233d8c836b235db8efbe7,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 2 CV-C71B -127- 4P.pdf,aa55bdd97ac011714b6d0b45b19c223b50d7535a5d2c9b178933c1ecfc567fc0,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 3 CV-C63B -110-220- 2P.pdf,11240b2cc641a1ebf6e269fd30d3e383405610f8ecdd2fd1cdc38a13d0769c46,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 3 CV-C63B -127- 2P.pdf,68f3b81defaf2bd9aa916bfb9e8def06bf81d1245c7e2ae97aa96717d58fbd2e,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 3 CV-C71A -127- 4P.pdf,fcdca8820060d775ff31dc53eea25c981b12509aa56c2eeb00cf20dc336af78b,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 3 CV-C71C -110-220- 6P.pdf,da55a93f62cb6e78d0aba5279b535a219b0ba9846438afa75d6a9909c9534938,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 4 CV-C63A -110-220- 2P.pdf,69179cc7566a90f257c9bc30ebccfac78e0bfc89392e8ebb12f7991f920cdfc5,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 4 CV-C63B -127- 4P.pdf,6653e86cffe56ecc70294fdcb92652ce55d1b08a19cf854cabbbeb339ab132bf,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 4 CV-C71B -127- 6P.pdf,f0549b9aa0e2fb4c51ad7375f5d4d4cda5e4b071a229548181de548394aa723d,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 6 CV-C63A -127- 4P.pdf,a575d3c15af236b2c3396cb53598623c5cf2e1880151d38c931813fa94d8f68f,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 6 CV-C71A -127- 6P.pdf,671024b3b8e6a73b168eddd4f4f5ee07d2687dbd77ef21400bffed8fcb0d1f73,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 8 CV-C56A -110-220- 2P.pdf,1640dfac44973d51869d9be7205bd55136f183f409fa1c9600ebe3ee787acafa,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 8 CV-C56A -127- 2P.pdf,fcc8605f6a1bc21533bc87c90c164d3ae13930baff02388262216bc78661c292,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1 8 CV-C56B -127- 4P.pdf,d08ceeef2ad79e1ca47cddb4a2347ed48ff1250e6d297afa67172d0b22534085,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
"drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1,0 CV-C80B -127- 4P.pdf",494b1c77410277286d09e27dae843c1750e3495c8696675bf6495bc71ec6f29d,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
"drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  1,5 CV-C80B -127- 2P.pdf",4ac70a85400a807e1350295fed768eb3c3cdc454068412ef9b710d62f6cdcc62,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_01_reaudit_outliers_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:31:59Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  3 4 CV-C71B -110-220- 2P.pdf,f735f3b7316db5dc726b165541afc283463cc28d77f3176d618f3ac655473da8,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK  3 4 CV-C80A -127- 4P.pdf,1e54f45ed0581938a443dccc9ad8130b28e14ae1fcaa3b085caadc2f7badda78,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK 1 8   CV-C63B -127- 6P.pdf,23995b015feeb877053f94675fa5657ab69a0ed947494478e2452fb6b29a1334,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
drive-download-20260403T123335Z-3-001_145302\VOGE MONOFASICO CAP. PERMANENTE BK 1 8  CV-CN48 -127- 6P.pdf,036b0bb731d63af9f3a20b4f061db45f9297aabf1d1290cd87c6d5b4c35694ff,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,10cv 2p iec63 12 60hz 40x49.2 605012269.pdf",32baca74985b094e548e900c09928f2c8c60a917b3fcd39182cdb55af005f25d,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,10cv 2p iec63r 12 60hz 40x49.40 605012079.pdf",23a879a70aaa8f3b0f4101910667124bd02a55b3a922a6832e9754f04ee38f2f,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,10cv 2p shaded pole 1 60hz 30x49.4 605013198.pdf",18a46ddd404857e95e3c1f8024f07bbab41396a3e02fd9614917a6b996eb82e1,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,10cv 2p shaded pole 2 60hz 30x49.4 605013191.pdf",170195bc37543e44160d3ca1167f0e63d04482f00d5b90bdec1decbb03eeb7a7,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,10cv 4p iec63r 12 60hz 35x56.4 605013208.pdf",a5c63886020f1b16991d96790c5e53120e012619abaef8c8fdb26696daa7cb4d,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,10cv 4p iec63r 12 60hz 56.4x35 605013176.pdf",3fd0806624ca9942a4eee4f821daa4fbc76a7fe4f041fda2f59d16bf36d2cd32,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,10cv 4p shaded pole 12 60hz 30x49.4 605013165.pdf",55ba3e645c1eb41d244ec4efcf64844c534c802429501072a6b78a93366ad716,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 2p nema42 2 50,60hz 20x57.9 605013136.pdf",93fa02d3fa99219a9ab509ea639cd492303509d2ab8d897204c848cb675ecbcf,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 2p shaded pole 2 60hz 50x49.4 605013236.pdf",0eec8f97803a580bdeee01572b31cdd977fcd276f37cefb2f02175cc1f47d8ce,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 4p iec63 2 60hz 20x56.4 605012262.pdf",903de6861f94a07adb1f8f62583f322e489c92b15da2c0176e6d4606df36fe9e,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 4p iec63 2 60hz 20x56.4 605013002.pdf",93ffcaa57bcdcc8991d9d0f8fab1c8fc90a715b305352b215df19269702be958,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 4p iec63 2 60hz 56.33x30 605002012.pdf",23b7ed52d0bda0b3c4d252d69a9f62cf7c60011dfef689eab11da13073dc8c67,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_02_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T22:42:00Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 4p iec63mueller 1 60hz 56.4x22.5 605002047.pdf",f3911b7551cf656f0bdc60f0fb77833ca2fe190aa32d94d79541ad237d725083,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 4p iec63mueller 2 50hz 56.4x30 605002043.pdf",ad305ce3be46627e0e7e91c460c0177ae31eb3885753681e9d3d45f198c63647,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 4p shaded pole 12 60hz 20x49.4 605013153.pdf",589f83fb9526cd59ad8b7c904580ed891c0432e444c6d83d85f4fa62e1a5f34b,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 8p iec63r 23 60hz 80x56.3 605013129.pdf",f523b46e0580d464cb17230767d887ad20274b55d82705b77505e67588d66cbd,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,15cv 8p iec63r 24 60hz 80x56.33 605013120.pdf",f45e239854791c41b0e6aea6b17d0c417fd3d57eadac9dbe6bb12b3a39dbc7ae,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,16cv 2p iec63r 12 60hz 25x49.4 605013038.pdf",f6d7c2e3996dd328e8fef81cd4de71a1c6f1114d0d5f1f0284dd8e5fdeb64681,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,20cv 4p iec63r 2 50,60hz 20x56.4 605018026.pdf",4375c3d2c93da4ece32b203edd03c09f5fdeb5d07bcede2abe6b5c5662deeb3c,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,30cv 2p iec63r 12 60hz 20x49.4 605013242.pdf",203e5afab79328da8263af941080892422b41c269115ac52ffcf507d683c96da,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,30cv 2p shaded pole 12 60hz 20x49.4 605013156.pdf",52e9b581e4f29b720afc4d0ba3278949d7d7cd6f85bff8d4f7e9ce3209a60e2f,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,30cv 2p shaded pole 12 60hz 20x49.4 605013177.pdf",468e08403df8636ed214f4c240271a8df045140b31f3d07cbc0e3ce00d68883b,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,30cv 2p shaded pole 12 60hz 20x49.4 605013215.pdf",a1266a879b3a3eb2ff401efcd63492e99f9cc0fcc9a57512893f1d12ff1c376b,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,30cv 2p shaded pole 12 60hz 30x49.4 605012259.pdf",d05afe108eeba17d2d269a8ab975691116b3973c42b9b9132bf64c314bfd8ec6,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,33cv 4p nema56 12 60hz 75x97.4 605012192.pdf",91b3f5dcf2ece5e3f6211cb20ed63e18ec41b143d67215632d11a4d08a09852b,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,65cv 2p iec63 1 60hz 15x55 605010001.pdf",ccf4016526e72d9dbe4b6ad3e1fdda365d377ac3afd49eb05c07807ddf06cb96,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,65cv 2p iec63 1 60hz 15x56 605010004.pdf",ec56664a72397920b42cd8b3fa865a7954df860269a132f2948630f4b5d2c91b,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,65cv 2p iec63 2 50,60hz 15x56 605010005.pdf",fccb47193c19da9e736ee41d547715b16d667a295e91f77b53c926d51144d3cd,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,65cv 2p iec63 2 50,60hz 55x15 605010002.pdf",392131e9ee84d2e96ccb5c550bc9d47064b6e9abb8f5ff1765bec6e162b750fa,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_03_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:12:17Z
"drive-download-20260403T124026Z-3-001_224929\1,6cv 4p iec63r 12 50,60hz 45x56.4 605012143.pdf",ad64ca862f47d0cf84350b5e4e33ff52ae78d118573960ec175e218cba12e7c5,VERDE_SEGURO,review/extraidos_motor_cycle20_pass1_flash_lite_04_categorized_safe_green_candidates.csv,extraidos_motor_cycle20_pass1_flash_lite_04_categorized_safe_green,OFICIAL,INDICE_VERDE_LIMPO,false,true,INDICE_VERDE_LIMPO_CRITERIO_ORIGINAL,2026-04-30T23:38:28Z
