id_local,arquivo_rel,sha256_arquivo,extract_status,categoria_pos_auditoria,reconcile_outcome,output_tag,motivo_interno
000001,drive-download-20260403T124026Z-3-001_224929\605053005.pdf,345f6aca9a4988285740abeb2a8fe9f9640abc3ea168a1f35a9ad81b50305cb6,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000002,drive-download-20260403T124026Z-3-001_224929\605054007.pdf,cdd34dda0577b5822a34555226f80e25c6a57669cf76eaa0f23e4b9a000f63e9,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000003,drive-download-20260403T124026Z-3-001_224929\605054008.pdf,2de71263e3380e8033558189744e57071b680954a554e28ae5a6dee072d29153,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000004,drive-download-20260403T124026Z-3-001_224929\605054009.pdf,61b7f034f50d953360b94dba5db5596d0d6f6e6796dbd6dc046107ccd3d3b8f2,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000005,drive-download-20260403T124026Z-3-001_224929\605054010.pdf,2f4da79aaf385b24f028c3b36ac8488e9b3239e91a962e1937048f272456c35e,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000006,drive-download-20260403T124026Z-3-001_224929\605057001.pdf,db4c07ad8cb7b66bf3a22d7d3d595cdc3801856eaadfdae8b104b9f2370f49d1,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000007,drive-download-20260403T124026Z-3-001_224929\605057002.pdf,27dec50b43e4c9640e9ac26b72fa68df55d895a9f944537c5063c8f015b9bead,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000008,drive-download-20260403T124026Z-3-001_224929\605057003.pdf,20a1496e8def77b113e40190e22c6cafc7b995e3457d255f5b5cd5e615e34340,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000009,drive-download-20260403T124026Z-3-001_224929\605057004.pdf,1a9bb1cd5640349cd2314cba7a077cb180a479268479a917e449382e4057143d,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000010,drive-download-20260403T124026Z-3-001_224929\605057005.pdf,0868d441204244d470c33d01d4e369631e20cbd3a731a1fe461030fc441659e2,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000011,drive-download-20260403T124026Z-3-001_224929\605057007.pdf,fbcc61da878f6162bc8d4a4a0135806c26ecf8c45f3bf459e8a8328e4f793b68,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000012,drive-download-20260403T124026Z-3-001_224929\605057008.pdf,ae60ffe5cb1f9be6de02a7a2c68333693978e46d09cf96742575f9e3c63e8c5b,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000013,drive-download-20260403T124026Z-3-001_224929\605057009.pdf,706c325f50ab3e0c4fdd1417d539ee97b3cea0663169dc3b5f65625e32b87038,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
000014,drive-download-20260403T124026Z-3-001_224929\605058001.pdf,38c78214296d2913459f8acb8ecff76a1601ed581fa253f4cccd6289abd999de,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_30_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_30_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_30
