id_local,arquivo_rel,sha256_arquivo,categoria_pos_auditoria,registro_politica,audit_warnings_A,notas,output_tag
000001,drive-download-20260408T000629Z-3-001_255314\23.jpg,180eff498d77bff429de521e7aa01bdd042de0d518355d7b0ffc444d3065fb15,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A10_tipo_vazio_ou_desconhecido,A10_tipo_vazio_ou_desconhecido,A* categorize VCA + quality (pass1_v2_block_68).,extraidos_motor_fase7a_pass1_v2_block_68_flash
