id_local,arquivo_rel,sha256_arquivo,categoria_pos_auditoria,registro_politica,audit_warnings_A,notas,output_tag
000001,drive-download-20260408T000443Z-3-001_253069\ROT.PDF,4f273f067082d0739075a014e13e9362649c9259de4338ccc93e80463213e2ec,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A10_tipo_vazio_ou_desconhecido,A10_tipo_vazio_ou_desconhecido,A* categorize VCA + quality (pass1_v2_block_61).,extraidos_motor_fase7a_pass1_v2_block_61_flash
000002,drive-download-20260408T000529Z-3-001_185960\0b36da0a-68fa-411f-8d98-42612aac07cd.jpg,3332b9c274227df656caa85233dd4ca8bb216500d625f0a33d095d5192631d41,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A10_tipo_vazio_ou_desconhecido,A10_tipo_vazio_ou_desconhecido,A* categorize VCA + quality (pass1_v2_block_61).,extraidos_motor_fase7a_pass1_v2_block_61_flash
000003,drive-download-20260408T000529Z-3-001_185960\80dae8d4-2a6d-4153-8b6c-c84b919e1600.jpg,e22f4e354c77e01ca5fec86177de0f5216854f256f4da5d8308ad5406e617a1a,VERDE_COM_ALERTA,VERDE_COM_ALERTA_COM_OBSERVACAO_A10_tipo_vazio_ou_desconhecido,A10_tipo_vazio_ou_desconhecido,A* categorize VCA + quality (pass1_v2_block_61).,extraidos_motor_fase7a_pass1_v2_block_61_flash
