id_local,arquivo_rel,sha256_arquivo,extract_status,categoria_pos_auditoria,reconcile_outcome,output_tag,motivo_interno
000001,drive-download-20260403T124026Z-3-001_224929\605012318.pdf,e30a487dd7d5bb88dfedb5e61fb82c124c905958fadcd2e200fc8b7d8102b636,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000002,drive-download-20260403T124026Z-3-001_224929\605012319.pdf,c07b8fc26729c2f6046e9d94825f9d2bc006dd761ac9b5807d41b19e273dc33d,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000003,drive-download-20260403T124026Z-3-001_224929\605012320.pdf,d900138491e28a144627d2239bff15df662fa8b536913f1f5f27287caf4c0c4b,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000004,drive-download-20260403T124026Z-3-001_224929\605012321.pdf,89e909189cc8be2b7ab8b636b48473b7955c632b124285cca2b6768e7b61f092,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000005,drive-download-20260403T124026Z-3-001_224929\605012324.pdf,a712c46e799f0d8561305752955f88c437b5ae66a06b5ebc1c62ed18a86ea739,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000006,drive-download-20260403T124026Z-3-001_224929\605012333.pdf,37a6414758259b4ce6e8527658dabea40c8464d55d8b97fcb4235c97e5c0bfa8,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000007,drive-download-20260403T124026Z-3-001_224929\605012334.pdf,9fc19e03ca92755ae99355f2a875152926ca44d9f938b2237c2d4e1ffb54998f,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000008,drive-download-20260403T124026Z-3-001_224929\605012339.pdf,2f90cfc4ad5f49446a61e7c4879522c50a45b037e54bcee64894c9208b31b04f,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000009,drive-download-20260403T124026Z-3-001_224929\605012360.pdf,3dda32e9a67cc55937b89cf727602ed42952879e4b4fdd41eda76ae13fc5c90b,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000010,drive-download-20260403T124026Z-3-001_224929\605012363.pdf,4d6e25c5f9ab5205cf3b31915317f45e0c0e7ed0e84ff964581dbdc76aa287ad,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000011,drive-download-20260403T124026Z-3-001_224929\605012381.pdf,2507f195388415e52968ebda59fc7d37fe8706e9d6b69a0f742971a4c6b268a5,VERDE_AUTO_GEMINI,VERDE_SEGURO,PASS1_V2_BLOCO_55_VERDE_AUTO,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_SAFE_GREEN_PASS1_V2_BLOCO_55
000012,"drive-download-20260403T124026Z-3-001_224929\1.5cv 2,4p iec63r 2 260,150hz 70x56.4 605012237.pdf",8554fe74778230d315df2d5c011cf6e63b17896ca9da067fd00bd898e9731169,VERDE_AUTO_GEMINI,VERDE_COM_ALERTA,PASS1_V2_BLOCO_55_VERDE_COM_ALERTA,extraidos_motor_fase7a_pass1_v2_block_55_flash,categorize_VERDE_COM_ALERTA_PASS1_V2_BLOCO_55
